STA,Lat,Long,Segment
43150,-6.193005425,106.4218708,Balaraja Barat - Cikande
43155,-6.193004415,106.4218257,Balaraja Barat - Cikande
43160,-6.193003406,106.4217805,Balaraja Barat - Cikande
43165,-6.193002342,106.4217353,Balaraja Barat - Cikande
43170,-6.193001269,106.4216902,Balaraja Barat - Cikande
43175,-6.193000206,106.421645,Balaraja Barat - Cikande
43180,-6.192999133,106.4215998,Balaraja Barat - Cikande
43185,-6.19299806,106.4215547,Balaraja Barat - Cikande
43190,-6.192996951,106.4215095,Balaraja Barat - Cikande
43195,-6.192995842,106.4214643,Balaraja Barat - Cikande
43200,-6.192994761,106.4214192,Balaraja Barat - Cikande
43205,-6.192993724,106.421374,Balaraja Barat - Cikande
43210,-6.192992688,106.4213288,Balaraja Barat - Cikande
43215,-6.192991642,106.4212836,Balaraja Barat - Cikande
43220,-6.192990596,106.4212385,Balaraja Barat - Cikande
43225,-6.192989514,106.4211933,Balaraja Barat - Cikande
43230,-6.192988387,106.4211481,Balaraja Barat - Cikande
43235,-6.192987251,106.421103,Balaraja Barat - Cikande
43240,-6.192986007,106.4210578,Balaraja Barat - Cikande
43245,-6.192984753,106.4210126,Balaraja Barat - Cikande
43250,-6.192983445,106.4209675,Balaraja Barat - Cikande
43255,-6.192982065,106.4209223,Balaraja Barat - Cikande
43260,-6.192980676,106.4208772,Balaraja Barat - Cikande
43265,-6.192979259,106.420832,Balaraja Barat - Cikande
43270,-6.192977825,106.4207868,Balaraja Barat - Cikande
43275,-6.19297639,106.4207417,Balaraja Barat - Cikande
43280,-6.192974928,106.4206965,Balaraja Barat - Cikande
43285,-6.192973467,106.4206514,Balaraja Barat - Cikande
43290,-6.192971951,106.4206062,Balaraja Barat - Cikande
43295,-6.192970426,106.420561,Balaraja Barat - Cikande
43300,-6.192968801,106.4205159,Balaraja Barat - Cikande
43305,-6.192967014,106.4204708,Balaraja Barat - Cikande
43310,-6.192965226,106.4204256,Balaraja Barat - Cikande
43315,-6.192963376,106.4203805,Balaraja Barat - Cikande
43320,-6.192961516,106.4203353,Balaraja Barat - Cikande
43325,-6.192959602,106.4202902,Balaraja Barat - Cikande
43330,-6.19295758,106.420245,Balaraja Barat - Cikande
43335,-6.192955557,106.4201999,Balaraja Barat - Cikande
43340,-6.192953508,106.4201548,Balaraja Barat - Cikande
43345,-6.192951449,106.4201096,Balaraja Barat - Cikande
43350,-6.192949291,106.4200645,Balaraja Barat - Cikande
43355,-6.192946924,106.4200194,Balaraja Barat - Cikande
43360,-6.192944567,106.4199743,Balaraja Barat - Cikande
43365,-6.192942074,106.4199291,Balaraja Barat - Cikande
43370,-6.192939563,106.419884,Balaraja Barat - Cikande
43375,-6.192937025,106.4198389,Balaraja Barat - Cikande
43380,-6.192934451,106.4197938,Balaraja Barat - Cikande
43385,-6.192931868,106.4197487,Balaraja Barat - Cikande
43390,-6.192929086,106.4197036,Balaraja Barat - Cikande
43395,-6.192926276,106.4196585,Balaraja Barat - Cikande
43400,-6.192923421,106.4196134,Balaraja Barat - Cikande
43405,-6.192920476,106.4195683,Balaraja Barat - Cikande
43410,-6.192917531,106.4195233,Balaraja Barat - Cikande
43415,-6.192914342,106.4194782,Balaraja Barat - Cikande
43420,-6.192911098,106.4194331,Balaraja Barat - Cikande
43425,-6.1929078,106.4193881,Balaraja Barat - Cikande
43430,-6.192904376,106.419343,Balaraja Barat - Cikande
43435,-6.192900951,106.419298,Balaraja Barat - Cikande
43440,-6.192897047,106.4192529,Balaraja Barat - Cikande
43445,-6.192893053,106.4192079,Balaraja Barat - Cikande
43450,-6.192888968,106.4191629,Balaraja Barat - Cikande
43455,-6.19288472,106.419118,Balaraja Barat - Cikande
43460,-6.192880472,106.419073,Balaraja Barat - Cikande
43465,-6.192875962,106.419028,Balaraja Barat - Cikande
43470,-6.192871389,106.4189831,Balaraja Barat - Cikande
43475,-6.19286668,106.4189381,Balaraja Barat - Cikande
43480,-6.192861654,106.4188932,Balaraja Barat - Cikande
43485,-6.192856629,106.4188483,Balaraja Barat - Cikande
43490,-6.192851404,106.4188034,Balaraja Barat - Cikande
43495,-6.192846134,106.4187586,Balaraja Barat - Cikande
43500,-6.192840764,106.4187137,Balaraja Barat - Cikande
43505,-6.19283516,106.4186689,Balaraja Barat - Cikande
43510,-6.192829546,106.418624,Balaraja Barat - Cikande
43515,-6.192823706,106.4185792,Balaraja Barat - Cikande
43520,-6.192817803,106.4185344,Balaraja Barat - Cikande
43525,-6.192811845,106.4184897,Balaraja Barat - Cikande
43530,-6.192805716,106.4184449,Balaraja Barat - Cikande
43535,-6.192799596,106.4184001,Balaraja Barat - Cikande
43540,-6.192793204,106.4183554,Balaraja Barat - Cikande
43545,-6.192786749,106.4183107,Balaraja Barat - Cikande
43550,-6.192780167,106.418266,Balaraja Barat - Cikande
43555,-6.192773296,106.4182213,Balaraja Barat - Cikande
43560,-6.192766415,106.4181767,Balaraja Barat - Cikande
43565,-6.192759318,106.418132,Balaraja Barat - Cikande
43570,-6.192752157,106.4180874,Balaraja Barat - Cikande
43575,-6.192744906,106.4180428,Balaraja Barat - Cikande
43580,-6.192737419,106.4179983,Balaraja Barat - Cikande
43585,-6.192729924,106.4179537,Balaraja Barat - Cikande
43590,-6.192722211,106.4179092,Balaraja Barat - Cikande
43595,-6.192714417,106.4178647,Balaraja Barat - Cikande
43600,-6.192706541,106.4178202,Balaraja Barat - Cikande
43605,-6.192698376,106.4177758,Balaraja Barat - Cikande
43610,-6.19269022,106.4177313,Balaraja Barat - Cikande
43615,-6.192681593,106.417687,Balaraja Barat - Cikande
43620,-6.192672813,106.4176427,Balaraja Barat - Cikande
43625,-6.192663978,106.4175983,Balaraja Barat - Cikande
43630,-6.192654953,106.4175541,Balaraja Barat - Cikande
43635,-6.192645929,106.4175098,Balaraja Barat - Cikande
43640,-6.192636678,106.4174656,Balaraja Barat - Cikande
43645,-6.192627345,106.4174214,Balaraja Barat - Cikande
43650,-6.192617922,106.4173772,Balaraja Barat - Cikande
43655,-6.19260821,106.417333,Balaraja Barat - Cikande
43660,-6.192598497,106.4172889,Balaraja Barat - Cikande
43665,-6.192588541,106.4172448,Balaraja Barat - Cikande
43670,-6.192578493,106.4172008,Balaraja Barat - Cikande
43675,-6.192568328,106.4171568,Balaraja Barat - Cikande
43680,-6.192557738,106.4171128,Balaraja Barat - Cikande
43685,-6.192547148,106.4170689,Balaraja Barat - Cikande
43690,-6.192536395,106.417025,Balaraja Barat - Cikande
43695,-6.192525587,106.4169812,Balaraja Barat - Cikande
43700,-6.19251469,106.4169373,Balaraja Barat - Cikande
43705,-6.192503475,106.4168935,Balaraja Barat - Cikande
43710,-6.19249226,106.4168498,Balaraja Barat - Cikande
43715,-6.192480792,106.4168061,Balaraja Barat - Cikande
43720,-6.192469206,106.4167624,Balaraja Barat - Cikande
43725,-6.192457548,106.4167187,Balaraja Barat - Cikande
43730,-6.192445573,106.4166752,Balaraja Barat - Cikande
43735,-6.192433598,106.4166316,Balaraja Barat - Cikande
43740,-6.192421343,106.4165881,Balaraja Barat - Cikande
43745,-6.192408952,106.4165447,Balaraja Barat - Cikande
43750,-6.192396506,106.4165012,Balaraja Barat - Cikande
43755,-6.192383762,106.4164579,Balaraja Barat - Cikande
43760,-6.192371018,106.4164145,Balaraja Barat - Cikande
43765,-6.192358102,106.4163712,Balaraja Barat - Cikande
43770,-6.192345104,106.4163279,Balaraja Barat - Cikande
43775,-6.192332043,106.4162847,Balaraja Barat - Cikande
43780,-6.192318692,106.4162415,Balaraja Barat - Cikande
43785,-6.192305333,106.4161984,Balaraja Barat - Cikande
43790,-6.192291774,106.4161553,Balaraja Barat - Cikande
43795,-6.192278107,106.4161122,Balaraja Barat - Cikande
43800,-6.192264376,106.4160691,Balaraja Barat - Cikande
43805,-6.192250283,106.4160262,Balaraja Barat - Cikande
43810,-6.19223619,106.4159833,Balaraja Barat - Cikande
43815,-6.192221889,106.4159404,Balaraja Barat - Cikande
43820,-6.192207479,106.4158976,Balaraja Barat - Cikande
43825,-6.192193034,106.4158548,Balaraja Barat - Cikande
43830,-6.192178389,106.415812,Balaraja Barat - Cikande
43835,-6.192163744,106.4157693,Balaraja Barat - Cikande
43840,-6.192148809,106.4157266,Balaraja Barat - Cikande
43845,-6.192133711,106.415684,Balaraja Barat - Cikande
43850,-6.192118586,106.4156415,Balaraja Barat - Cikande
43855,-6.192103299,106.4155989,Balaraja Barat - Cikande
43860,-6.192088002,106.4155564,Balaraja Barat - Cikande
43865,-6.192072379,106.415514,Balaraja Barat - Cikande
43870,-6.192056557,106.4154717,Balaraja Barat - Cikande
43875,-6.19204069,106.4154294,Balaraja Barat - Cikande
43880,-6.192024488,106.4153872,Balaraja Barat - Cikande
43885,-6.192008286,106.415345,Balaraja Barat - Cikande
43890,-6.191991795,106.415303,Balaraja Barat - Cikande
43895,-6.191975104,106.415261,Balaraja Barat - Cikande
43900,-6.191958377,106.415219,Balaraja Barat - Cikande
43905,-6.191941333,106.4151771,Balaraja Barat - Cikande
43910,-6.191924279,106.4151353,Balaraja Barat - Cikande
43915,-6.191906982,106.4150935,Balaraja Barat - Cikande
43920,-6.191889503,106.4150519,Balaraja Barat - Cikande
43925,-6.191872016,106.4150102,Balaraja Barat - Cikande
43930,-6.191854347,106.4149686,Balaraja Barat - Cikande
43935,-6.191836678,106.414927,Balaraja Barat - Cikande
43940,-6.191818819,106.4148855,Balaraja Barat - Cikande
43945,-6.191800825,106.4148441,Balaraja Barat - Cikande
43950,-6.191782803,106.4148026,Balaraja Barat - Cikande
43955,-6.191764455,106.4147613,Balaraja Barat - Cikande
43960,-6.191746107,106.41472,Balaraja Barat - Cikande
43965,-6.191727551,106.4146788,Balaraja Barat - Cikande
43970,-6.191708823,106.4146377,Balaraja Barat - Cikande
43975,-6.191690077,106.4145966,Balaraja Barat - Cikande
43980,-6.191670978,106.4145556,Balaraja Barat - Cikande
43985,-6.191651878,106.4145147,Balaraja Barat - Cikande
43990,-6.191632607,106.4144738,Balaraja Barat - Cikande
43995,-6.191613191,106.414433,Balaraja Barat - Cikande
44000,-6.191593756,106.4143922,Balaraja Barat - Cikande
44005,-6.19157396,106.4143516,Balaraja Barat - Cikande
44010,-6.191554172,106.414311,Balaraja Barat - Cikande
44015,-6.191534231,106.4142704,Balaraja Barat - Cikande
44020,-6.191514144,106.4142299,Balaraja Barat - Cikande
44025,-6.191494058,106.4141895,Balaraja Barat - Cikande
44030,-6.191473682,106.4141491,Balaraja Barat - Cikande
44035,-6.191453306,106.4141088,Balaraja Barat - Cikande
44040,-6.19143283,106.4140685,Balaraja Barat - Cikande
44045,-6.191412255,106.4140283,Balaraja Barat - Cikande
44050,-6.191391679,106.413988,Balaraja Barat - Cikande
44055,-6.191370687,106.413948,Balaraja Barat - Cikande
44060,-6.191349695,106.413908,Balaraja Barat - Cikande
44065,-6.191328486,106.4138681,Balaraja Barat - Cikande
44070,-6.19130705,106.4138283,Balaraja Barat - Cikande
44075,-6.191285614,106.4137885,Balaraja Barat - Cikande
44080,-6.191263907,106.4137489,Balaraja Barat - Cikande
44085,-6.191242208,106.4137093,Balaraja Barat - Cikande
44090,-6.191220347,106.4136697,Balaraja Barat - Cikande
44095,-6.191198332,106.4136303,Balaraja Barat - Cikande
44100,-6.191176325,106.4135908,Balaraja Barat - Cikande
44105,-6.191153975,106.4135515,Balaraja Barat - Cikande
44110,-6.191131624,106.4135122,Balaraja Barat - Cikande
44115,-6.191109083,106.4134731,Balaraja Barat - Cikande
44120,-6.191086352,106.413434,Balaraja Barat - Cikande
44125,-6.191063612,106.413395,Balaraja Barat - Cikande
44130,-6.191040583,106.4133561,Balaraja Barat - Cikande
44135,-6.191017535,106.4133172,Balaraja Barat - Cikande
44140,-6.190994387,106.4132784,Balaraja Barat - Cikande
44145,-6.190971113,106.4132396,Balaraja Barat - Cikande
44150,-6.190947838,106.4132009,Balaraja Barat - Cikande
44155,-6.190924102,106.4131625,Balaraja Barat - Cikande
44160,-6.190900356,106.413124,Balaraja Barat - Cikande
44165,-6.190876493,106.4130856,Balaraja Barat - Cikande
44170,-6.190852485,106.4130473,Balaraja Barat - Cikande
44175,-6.190828477,106.413009,Balaraja Barat - Cikande
44180,-6.190804278,106.4129709,Balaraja Barat - Cikande
44185,-6.190780071,106.4129327,Balaraja Barat - Cikande
44190,-6.190755709,106.4128947,Balaraja Barat - Cikande
44195,-6.190731167,106.4128567,Balaraja Barat - Cikande
44200,-6.190706615,106.4128188,Balaraja Barat - Cikande
44205,-6.190681746,106.412781,Balaraja Barat - Cikande
44210,-6.19065685,106.4127433,Balaraja Barat - Cikande
44215,-6.190631755,106.4127057,Balaraja Barat - Cikande
44220,-6.190606424,106.4126683,Balaraja Barat - Cikande
44225,-6.190581084,106.4126309,Balaraja Barat - Cikande
44230,-6.190555518,106.4125936,Balaraja Barat - Cikande
44235,-6.190529933,106.4125564,Balaraja Barat - Cikande
44240,-6.190504222,106.4125192,Balaraja Barat - Cikande
44245,-6.190478338,106.4124822,Balaraja Barat - Cikande
44250,-6.190452445,106.4124451,Balaraja Barat - Cikande
44255,-6.190426272,106.4124083,Balaraja Barat - Cikande
44260,-6.190400062,106.4123715,Balaraja Barat - Cikande
44265,-6.190373753,106.4123347,Balaraja Barat - Cikande
44270,-6.19034728,106.4122981,Balaraja Barat - Cikande
44275,-6.190320817,106.4122614,Balaraja Barat - Cikande
44280,-6.190294027,106.412225,Balaraja Barat - Cikande
44285,-6.19026721,106.4121887,Balaraja Barat - Cikande
44290,-6.190240249,106.4121524,Balaraja Barat - Cikande
44295,-6.190213078,106.4121163,Balaraja Barat - Cikande
44300,-6.190185917,106.4120802,Balaraja Barat - Cikande
44305,-6.190158611,106.4120441,Balaraja Barat - Cikande
44310,-6.190131287,106.4120081,Balaraja Barat - Cikande
44315,-6.190103854,106.4119722,Balaraja Barat - Cikande
44320,-6.190076266,106.4119364,Balaraja Barat - Cikande
44325,-6.19004867,106.4119006,Balaraja Barat - Cikande
44330,-6.190020766,106.4118651,Balaraja Barat - Cikande
44335,-6.189992807,106.4118296,Balaraja Barat - Cikande
44340,-6.18996474,106.4117942,Balaraja Barat - Cikande
44345,-6.189936482,106.4117589,Balaraja Barat - Cikande
44350,-6.189908224,106.4117236,Balaraja Barat - Cikande
44355,-6.189879831,106.4116884,Balaraja Barat - Cikande
44360,-6.189851428,106.4116533,Balaraja Barat - Cikande
44365,-6.189822925,106.4116182,Balaraja Barat - Cikande
44370,-6.189794251,106.4115833,Balaraja Barat - Cikande
44375,-6.189765576,106.4115483,Balaraja Barat - Cikande
44380,-6.189736657,106.4115136,Balaraja Barat - Cikande
44385,-6.189707692,106.4114789,Balaraja Barat - Cikande
44390,-6.1896787,106.4114442,Balaraja Barat - Cikande
44395,-6.189649663,106.4114096,Balaraja Barat - Cikande
44400,-6.189620617,106.411375,Balaraja Barat - Cikande
44405,-6.189591434,106.4113405,Balaraja Barat - Cikande
44410,-6.189562234,106.411306,Balaraja Barat - Cikande
44415,-6.189532952,106.4112715,Balaraja Barat - Cikande
44420,-6.189503534,106.4112372,Balaraja Barat - Cikande
44425,-6.189474116,106.4112029,Balaraja Barat - Cikande
44430,-6.189444562,106.4111687,Balaraja Barat - Cikande
44435,-6.18941499,106.4111345,Balaraja Barat - Cikande
44440,-6.189385364,106.4111004,Balaraja Barat - Cikande
44445,-6.189355638,106.4110664,Balaraja Barat - Cikande
44450,-6.189325912,106.4110323,Balaraja Barat - Cikande
44455,-6.189296059,106.4109984,Balaraja Barat - Cikande
44460,-6.189266178,106.4109645,Balaraja Barat - Cikande
44465,-6.189236253,106.4109306,Balaraja Barat - Cikande
44470,-6.189206237,106.4108968,Balaraja Barat - Cikande
44475,-6.189176229,106.410863,Balaraja Barat - Cikande
44480,-6.189146141,106.4108293,Balaraja Barat - Cikande
44485,-6.189116043,106.4107956,Balaraja Barat - Cikande
44490,-6.1890859,106.4107619,Balaraja Barat - Cikande
44495,-6.189055639,106.4107283,Balaraja Barat - Cikande
44500,-6.189025378,106.4106947,Balaraja Barat - Cikande
44505,-6.188995026,106.4106612,Balaraja Barat - Cikande
44510,-6.188964647,106.4106278,Balaraja Barat - Cikande
44515,-6.188934241,106.4105943,Balaraja Barat - Cikande
44520,-6.188903781,106.4105609,Balaraja Barat - Cikande
44525,-6.18887332,106.4105276,Balaraja Barat - Cikande
44530,-6.188842797,106.4104942,Balaraja Barat - Cikande
44535,-6.188812254,106.4104609,Balaraja Barat - Cikande
44540,-6.188781685,106.4104276,Balaraja Barat - Cikande
44545,-6.188751062,106.4103944,Balaraja Barat - Cikande
44550,-6.188720438,106.4103611,Balaraja Barat - Cikande
44555,-6.188689823,106.4103279,Balaraja Barat - Cikande
44560,-6.188659218,106.4102946,Balaraja Barat - Cikande
44565,-6.188628603,106.4102614,Balaraja Barat - Cikande
44570,-6.18859798,106.4102281,Balaraja Barat - Cikande
44575,-6.188567365,106.4101949,Balaraja Barat - Cikande
44580,-6.188536723,106.4101616,Balaraja Barat - Cikande
44585,-6.188506082,106.4101284,Balaraja Barat - Cikande
44590,-6.188475449,106.4100952,Balaraja Barat - Cikande
44595,-6.188444807,106.410062,Balaraja Barat - Cikande
44600,-6.188414165,106.4100287,Balaraja Barat - Cikande
44605,-6.188383496,106.4099955,Balaraja Barat - Cikande
44610,-6.188352818,106.4099623,Balaraja Barat - Cikande
44615,-6.18832214,106.4099291,Balaraja Barat - Cikande
44620,-6.188291462,106.4098959,Balaraja Barat - Cikande
44625,-6.188260784,106.4098628,Balaraja Barat - Cikande
44630,-6.188230115,106.4098296,Balaraja Barat - Cikande
44635,-6.188199446,106.4097964,Balaraja Barat - Cikande
44640,-6.188168759,106.4097632,Balaraja Barat - Cikande
44645,-6.188138035,106.40973,Balaraja Barat - Cikande
44650,-6.188107312,106.4096969,Balaraja Barat - Cikande
44655,-6.188076607,106.4096637,Balaraja Barat - Cikande
44660,-6.18804591,106.4096305,Balaraja Barat - Cikande
44665,-6.188015223,106.4095973,Balaraja Barat - Cikande
44670,-6.187984545,106.4095642,Balaraja Barat - Cikande
44675,-6.187953858,106.409531,Balaraja Barat - Cikande
44680,-6.187923325,106.4094976,Balaraja Barat - Cikande
44685,-6.187892828,106.4094643,Balaraja Barat - Cikande
44690,-6.187862358,106.4094309,Balaraja Barat - Cikande
44695,-6.18783197,106.4093974,Balaraja Barat - Cikande
44700,-6.187801582,106.409364,Balaraja Barat - Cikande
44705,-6.187771231,106.4093305,Balaraja Barat - Cikande
44710,-6.187740888,106.409297,Balaraja Barat - Cikande
44715,-6.187710563,106.4092635,Balaraja Barat - Cikande
44720,-6.187680275,106.4092299,Balaraja Barat - Cikande
44725,-6.187649987,106.4091964,Balaraja Barat - Cikande
44730,-6.187619726,106.4091628,Balaraja Barat - Cikande
44735,-6.187589483,106.4091292,Balaraja Barat - Cikande
44740,-6.187559249,106.4090956,Balaraja Barat - Cikande
44745,-6.18752906,106.409062,Balaraja Barat - Cikande
44750,-6.187498862,106.4090284,Balaraja Barat - Cikande
44755,-6.187468746,106.4089947,Balaraja Barat - Cikande
44760,-6.187438648,106.4089609,Balaraja Barat - Cikande
44765,-6.187408614,106.4089272,Balaraja Barat - Cikande
44770,-6.187378706,106.4088933,Balaraja Barat - Cikande
44775,-6.187348799,106.4088594,Balaraja Barat - Cikande
44780,-6.187318963,106.4088254,Balaraja Barat - Cikande
44785,-6.187289146,106.4087915,Balaraja Barat - Cikande
44790,-6.187259402,106.4087574,Balaraja Barat - Cikande
44795,-6.187229803,106.4087233,Balaraja Barat - Cikande
44800,-6.187200203,106.4086891,Balaraja Barat - Cikande
44805,-6.187170767,106.4086548,Balaraja Barat - Cikande
44810,-6.187141358,106.4086205,Balaraja Barat - Cikande
44815,-6.187112003,106.4085861,Balaraja Barat - Cikande
44820,-6.187082757,106.4085517,Balaraja Barat - Cikande
44825,-6.187053502,106.4085172,Balaraja Barat - Cikande
44830,-6.187024392,106.4084827,Balaraja Barat - Cikande
44835,-6.186995309,106.4084481,Balaraja Barat - Cikande
44840,-6.186966272,106.4084134,Balaraja Barat - Cikande
44845,-6.186937352,106.4083787,Balaraja Barat - Cikande
44850,-6.186908432,106.408344,Balaraja Barat - Cikande
44855,-6.186879712,106.4083091,Balaraja Barat - Cikande
44860,-6.186851028,106.4082741,Balaraja Barat - Cikande
44865,-6.186822471,106.4082391,Balaraja Barat - Cikande
44870,-6.18679414,106.4082039,Balaraja Barat - Cikande
44875,-6.18676581,106.4081687,Balaraja Barat - Cikande
44880,-6.186737615,106.4081334,Balaraja Barat - Cikande
44885,-6.186709439,106.408098,Balaraja Barat - Cikande
44890,-6.186681344,106.4080626,Balaraja Barat - Cikande
44895,-6.186653403,106.4080271,Balaraja Barat - Cikande
44900,-6.186625453,106.4079916,Balaraja Barat - Cikande
44905,-6.186597766,106.4079559,Balaraja Barat - Cikande
44910,-6.186570115,106.4079201,Balaraja Barat - Cikande
44915,-6.186542573,106.4078843,Balaraja Barat - Cikande
44920,-6.186515194,106.4078483,Balaraja Barat - Cikande
44925,-6.186487823,106.4078124,Balaraja Barat - Cikande
44930,-6.186460662,106.4077762,Balaraja Barat - Cikande
44935,-6.186433537,106.4077401,Balaraja Barat - Cikande
44940,-6.186406502,106.4077039,Balaraja Barat - Cikande
44945,-6.186379612,106.4076675,Balaraja Barat - Cikande
44950,-6.186352722,106.4076312,Balaraja Barat - Cikande
44955,-6.186326123,106.4075947,Balaraja Barat - Cikande
44960,-6.18629955,106.4075581,Balaraja Barat - Cikande
44965,-6.186273149,106.4075214,Balaraja Barat - Cikande
44970,-6.186246975,106.4074846,Balaraja Barat - Cikande
44975,-6.186220792,106.4074478,Balaraja Barat - Cikande
44980,-6.186194854,106.4074108,Balaraja Barat - Cikande
44985,-6.186168943,106.4073737,Balaraja Barat - Cikande
44990,-6.186143113,106.4073366,Balaraja Barat - Cikande
44995,-6.18611741,106.4072995,Balaraja Barat - Cikande
45000,-6.186091707,106.4072623,Balaraja Barat - Cikande
45005,-6.18606644,106.4072248,Balaraja Barat - Cikande
45010,-6.186041208,106.4071873,Balaraja Barat - Cikande
45015,-6.186016067,106.4071498,Balaraja Barat - Cikande
45020,-6.185991061,106.4071121,Balaraja Barat - Cikande
45025,-6.185966056,106.4070745,Balaraja Barat - Cikande
45030,-6.185941404,106.4070366,Balaraja Barat - Cikande
45035,-6.18591677,106.4069987,Balaraja Barat - Cikande
45040,-6.185892245,106.4069608,Balaraja Barat - Cikande
45045,-6.185867874,106.4069227,Balaraja Barat - Cikande
45050,-6.185843512,106.4068847,Balaraja Barat - Cikande
45055,-6.185819494,106.4068464,Balaraja Barat - Cikande
45060,-6.185795495,106.4068081,Balaraja Barat - Cikande
45065,-6.185771594,106.4067697,Balaraja Barat - Cikande
45070,-6.18574783,106.4067313,Balaraja Barat - Cikande
45075,-6.185724057,106.4066928,Balaraja Barat - Cikande
45080,-6.185700519,106.4066543,Balaraja Barat - Cikande
45085,-6.185677,106.4066157,Balaraja Barat - Cikande
45090,-6.185653688,106.406577,Balaraja Barat - Cikande
45095,-6.185630612,106.4065381,Balaraja Barat - Cikande
45100,-6.185607537,106.4064993,Balaraja Barat - Cikande
45105,-6.185584832,106.4064602,Balaraja Barat - Cikande
45110,-6.185562128,106.4064211,Balaraja Barat - Cikande
45115,-6.185539586,106.4063819,Balaraja Barat - Cikande
45120,-6.185517208,106.4063427,Balaraja Barat - Cikande
45125,-6.18549483,106.4063034,Balaraja Barat - Cikande
45130,-6.185472687,106.406264,Balaraja Barat - Cikande
45135,-6.185450553,106.4062246,Balaraja Barat - Cikande
45140,-6.185428582,106.4061851,Balaraja Barat - Cikande
45145,-6.185406801,106.4061456,Balaraja Barat - Cikande
45150,-6.185385012,106.406106,Balaraja Barat - Cikande
45155,-6.185363557,106.4060662,Balaraja Barat - Cikande
45160,-6.185342111,106.4060264,Balaraja Barat - Cikande
45165,-6.185320811,106.4059866,Balaraja Barat - Cikande
45170,-6.185299664,106.4059466,Balaraja Barat - Cikande
45175,-6.185278526,106.4059067,Balaraja Barat - Cikande
45180,-6.185257778,106.4058665,Balaraja Barat - Cikande
45185,-6.185237039,106.4058264,Balaraja Barat - Cikande
45190,-6.185216381,106.4057862,Balaraja Barat - Cikande
45195,-6.185195796,106.405746,Balaraja Barat - Cikande
45200,-6.18517522,106.4057057,Balaraja Barat - Cikande
45205,-6.185155024,106.4056653,Balaraja Barat - Cikande
45210,-6.185134828,106.4056249,Balaraja Barat - Cikande
45215,-6.185114822,106.4055844,Balaraja Barat - Cikande
45220,-6.185094979,106.4055438,Balaraja Barat - Cikande
45225,-6.185075146,106.4055032,Balaraja Barat - Cikande
45230,-6.185055638,106.4054624,Balaraja Barat - Cikande
45235,-6.185036139,106.4054216,Balaraja Barat - Cikande
45240,-6.185016831,106.4053808,Balaraja Barat - Cikande
45245,-6.184997685,106.4053399,Balaraja Barat - Cikande
45250,-6.184978567,106.4052989,Balaraja Barat - Cikande
45255,-6.184959883,106.4052578,Balaraja Barat - Cikande
45260,-6.18494119,106.4052166,Balaraja Barat - Cikande
45265,-6.184922633,106.4051754,Balaraja Barat - Cikande
45270,-6.184904167,106.4051342,Balaraja Barat - Cikande
45275,-6.184885719,106.4050929,Balaraja Barat - Cikande
45280,-6.184867533,106.4050516,Balaraja Barat - Cikande
45285,-6.184849338,106.4050102,Balaraja Barat - Cikande
45290,-6.184831406,106.4049687,Balaraja Barat - Cikande
45295,-6.184813664,106.4049272,Balaraja Barat - Cikande
45300,-6.184795949,106.4048856,Balaraja Barat - Cikande
45305,-6.184778569,106.4048439,Balaraja Barat - Cikande
45310,-6.18476118,106.4048022,Balaraja Barat - Cikande
45315,-6.184744044,106.4047604,Balaraja Barat - Cikande
45320,-6.18472709,106.4047185,Balaraja Barat - Cikande
45325,-6.184710171,106.4046766,Balaraja Barat - Cikande
45330,-6.184693588,106.4046345,Balaraja Barat - Cikande
45335,-6.184677005,106.4045925,Balaraja Barat - Cikande
45340,-6.184660693,106.4045504,Balaraja Barat - Cikande
45345,-6.184644571,106.4045082,Balaraja Barat - Cikande
45350,-6.184628477,106.4044659,Balaraja Barat - Cikande
45355,-6.184612636,106.4044236,Balaraja Barat - Cikande
45360,-6.184596795,106.4043813,Balaraja Barat - Cikande
45365,-6.184581198,106.4043389,Balaraja Barat - Cikande
45370,-6.184565746,106.4042964,Balaraja Barat - Cikande
45375,-6.184550322,106.404254,Balaraja Barat - Cikande
45380,-6.184535069,106.4042114,Balaraja Barat - Cikande
45385,-6.184519807,106.4041689,Balaraja Barat - Cikande
45390,-6.184504727,106.4041263,Balaraja Barat - Cikande
45395,-6.184489746,106.4040837,Balaraja Barat - Cikande
45400,-6.18447481,106.404041,Balaraja Barat - Cikande
45405,-6.184460164,106.4039983,Balaraja Barat - Cikande
45410,-6.184445508,106.4039555,Balaraja Barat - Cikande
45415,-6.184431088,106.4039127,Balaraja Barat - Cikande
45420,-6.184416804,106.4038699,Balaraja Barat - Cikande
45425,-6.184402611,106.403827,Balaraja Barat - Cikande
45430,-6.184388906,106.4037839,Balaraja Barat - Cikande
45435,-6.18437521,106.4037408,Balaraja Barat - Cikande
45440,-6.184361786,106.4036977,Balaraja Barat - Cikande
45445,-6.184348506,106.4036545,Balaraja Barat - Cikande
45450,-6.184335272,106.4036113,Balaraja Barat - Cikande
45455,-6.184322282,106.403568,Balaraja Barat - Cikande
45460,-6.184309292,106.4035248,Balaraja Barat - Cikande
45465,-6.184296466,106.4034814,Balaraja Barat - Cikande
45470,-6.18428372,106.4034381,Balaraja Barat - Cikande
45475,-6.184271029,106.4033947,Balaraja Barat - Cikande
45480,-6.184258564,106.4033513,Balaraja Barat - Cikande
45485,-6.184246108,106.4033078,Balaraja Barat - Cikande
