STA,Lat,Long,Segment
56390,-6.152584111,106.3138685,Cikande - Ciujung
56395,-6.152585597,106.3138233,Cikande - Ciujung
56400,-6.152587092,106.3137782,Cikande - Ciujung
56405,-6.152588071,106.313733,Cikande - Ciujung
56410,-6.152588969,106.3136878,Cikande - Ciujung
56415,-6.152589568,106.3136427,Cikande - Ciujung
56420,-6.152589652,106.3135975,Cikande - Ciujung
56425,-6.152589736,106.3135523,Cikande - Ciujung
56430,-6.152588952,106.3135071,Cikande - Ciujung
56435,-6.15258805,106.313462,Cikande - Ciujung
56440,-6.152586796,106.3134168,Cikande - Ciujung
56445,-6.152585044,106.3133717,Cikande - Ciujung
56450,-6.152583292,106.3133265,Cikande - Ciujung
56455,-6.152580861,106.3132814,Cikande - Ciujung
56460,-6.152578359,106.3132363,Cikande - Ciujung
56465,-6.152575512,106.3131912,Cikande - Ciujung
56470,-6.152572195,106.3131461,Cikande - Ciujung
56475,-6.152568878,106.3131011,Cikande - Ciujung
56480,-6.152564856,106.3130561,Cikande - Ciujung
56485,-6.152560797,106.3130111,Cikande - Ciujung
56490,-6.152556413,106.3129661,Cikande - Ciujung
56495,-6.15255164,106.3129212,Cikande - Ciujung
56500,-6.152546876,106.3128763,Cikande - Ciujung
56505,-6.152541297,106.3128314,Cikande - Ciujung
56510,-6.152535683,106.3127866,Cikande - Ciujung
56515,-6.152529769,106.3127418,Cikande - Ciujung
56520,-6.152523503,106.3126971,Cikande - Ciujung
56525,-6.152517237,106.3126523,Cikande - Ciujung
56530,-6.152510211,106.3126077,Cikande - Ciujung
56535,-6.152503185,106.312563,Cikande - Ciujung
56540,-6.152495734,106.3125185,Cikande - Ciujung
56545,-6.152487876,106.312474,Cikande - Ciujung
56550,-6.152479999,106.3124295,Cikande - Ciujung
56555,-6.152471363,106.3123852,Cikande - Ciujung
56560,-6.152462735,106.3123408,Cikande - Ciujung
56565,-6.152453547,106.3122966,Cikande - Ciujung
56570,-6.152443879,106.3122524,Cikande - Ciujung
56575,-6.152434157,106.3122083,Cikande - Ciujung
56580,-6.152423439,106.3121644,Cikande - Ciujung
56585,-6.15241273,106.3121205,Cikande - Ciujung
56590,-6.152401587,106.3120767,Cikande - Ciujung
56595,-6.152390136,106.312033,Cikande - Ciujung
56600,-6.152378595,106.3119893,Cikande - Ciujung
56605,-6.152366321,106.3119459,Cikande - Ciujung
56610,-6.152354046,106.3119024,Cikande - Ciujung
56615,-6.152341501,106.311859,Cikande - Ciujung
56620,-6.152328783,106.3118156,Cikande - Ciujung
56625,-6.152316002,106.3117723,Cikande - Ciujung
56630,-6.152302741,106.3117291,Cikande - Ciujung
56635,-6.15228948,106.3116859,Cikande - Ciujung
56640,-6.152275966,106.3116428,Cikande - Ciujung
56645,-6.152262307,106.3115997,Cikande - Ciujung
56650,-6.152248584,106.3115567,Cikande - Ciujung
56655,-6.152234454,106.3115137,Cikande - Ciujung
56660,-6.152220334,106.3114708,Cikande - Ciujung
56665,-6.152205778,106.311428,Cikande - Ciujung
56670,-6.152190988,106.3113853,Cikande - Ciujung
56675,-6.152176098,106.3113427,Cikande - Ciujung
56680,-6.152160683,106.3113002,Cikande - Ciujung
56685,-6.152145258,106.3112577,Cikande - Ciujung
56690,-6.152129318,106.3112155,Cikande - Ciujung
56695,-6.152113125,106.3111733,Cikande - Ciujung
56700,-6.152096832,106.3111311,Cikande - Ciujung
56705,-6.152080077,106.3110892,Cikande - Ciujung
56710,-6.152063331,106.3110472,Cikande - Ciujung
56715,-6.152046169,106.3110054,Cikande - Ciujung
56720,-6.152028825,106.3109637,Cikande - Ciujung
56725,-6.152011446,106.310922,Cikande - Ciujung
56730,-6.151993921,106.3108803,Cikande - Ciujung
56735,-6.151976406,106.3108387,Cikande - Ciujung
56740,-6.151958755,106.3107971,Cikande - Ciujung
56745,-6.151941058,106.3107555,Cikande - Ciujung
56750,-6.151923298,106.3107139,Cikande - Ciujung
56755,-6.151905258,106.3106725,Cikande - Ciujung
56760,-6.151887217,106.3106311,Cikande - Ciujung
56765,-6.151869141,106.3105897,Cikande - Ciujung
56770,-6.151851046,106.3105483,Cikande - Ciujung
56775,-6.151832951,106.3105069,Cikande - Ciujung
56780,-6.151814829,106.3104655,Cikande - Ciujung
56785,-6.151796716,106.3104241,Cikande - Ciujung
56790,-6.151778522,106.3103827,Cikande - Ciujung
56795,-6.151760309,106.3103413,Cikande - Ciujung
56800,-6.15174207,106.3103,Cikande - Ciujung
56805,-6.151723739,106.3102587,Cikande - Ciujung
56810,-6.151705409,106.3102174,Cikande - Ciujung
56815,-6.151687006,106.3101761,Cikande - Ciujung
56820,-6.151668568,106.3101349,Cikande - Ciujung
56825,-6.151650138,106.3100936,Cikande - Ciujung
56830,-6.151631744,106.3100523,Cikande - Ciujung
56835,-6.15161335,106.3100111,Cikande - Ciujung
56840,-6.151594921,106.3099698,Cikande - Ciujung
56845,-6.151576482,106.3099286,Cikande - Ciujung
56850,-6.151558043,106.3098873,Cikande - Ciujung
56855,-6.151539568,106.3098461,Cikande - Ciujung
56860,-6.151521102,106.3098048,Cikande - Ciujung
56865,-6.151502626,106.3097636,Cikande - Ciujung
56870,-6.15148416,106.3097223,Cikande - Ciujung
56875,-6.151465694,106.3096811,Cikande - Ciujung
56880,-6.151447246,106.3096399,Cikande - Ciujung
56885,-6.151428798,106.3095986,Cikande - Ciujung
56890,-6.151410368,106.3095574,Cikande - Ciujung
56895,-6.151391938,106.3095161,Cikande - Ciujung
56900,-6.151373509,106.3094748,Cikande - Ciujung
56905,-6.151355079,106.3094336,Cikande - Ciujung
56910,-6.151336658,106.3093923,Cikande - Ciujung
56915,-6.151318255,106.309351,Cikande - Ciujung
56920,-6.151299861,106.3093098,Cikande - Ciujung
56925,-6.151281477,106.3092685,Cikande - Ciujung
56930,-6.151263092,106.3092272,Cikande - Ciujung
56935,-6.151244716,106.3091859,Cikande - Ciujung
56940,-6.151226341,106.3091447,Cikande - Ciujung
56945,-6.151207965,106.3091034,Cikande - Ciujung
56950,-6.151189608,106.3090621,Cikande - Ciujung
56955,-6.151171286,106.3090208,Cikande - Ciujung
56960,-6.151152956,106.3089795,Cikande - Ciujung
56965,-6.151134698,106.3089381,Cikande - Ciujung
56970,-6.151116458,106.3088968,Cikande - Ciujung
56975,-6.151098209,106.3088555,Cikande - Ciujung
56980,-6.151079906,106.3088141,Cikande - Ciujung
56985,-6.151061612,106.3087728,Cikande - Ciujung
56990,-6.1510432,106.3087316,Cikande - Ciujung
56995,-6.151024734,106.3086903,Cikande - Ciujung
57000,-6.151006349,106.308649,Cikande - Ciujung
57005,-6.150988209,106.3086077,Cikande - Ciujung
57010,-6.150970069,106.3085663,Cikande - Ciujung
57015,-6.150951992,106.3085249,Cikande - Ciujung
57020,-6.150933933,106.3084834,Cikande - Ciujung
57025,-6.150915856,106.308442,Cikande - Ciujung
57030,-6.150897689,106.3084006,Cikande - Ciujung
57035,-6.15087953,106.3083593,Cikande - Ciujung
57040,-6.150861435,106.3083179,Cikande - Ciujung
57045,-6.150843367,106.3082764,Cikande - Ciujung
57050,-6.150825309,106.308235,Cikande - Ciujung
57055,-6.150807268,106.3081936,Cikande - Ciujung
57060,-6.150789227,106.3081522,Cikande - Ciujung
57065,-6.150771168,106.3081107,Cikande - Ciujung
57070,-6.150753101,106.3080693,Cikande - Ciujung
57075,-6.150735033,106.3080279,Cikande - Ciujung
57080,-6.150716929,106.3079865,Cikande - Ciujung
57085,-6.150698824,106.3079451,Cikande - Ciujung
57090,-6.150680775,106.3079037,Cikande - Ciujung
57095,-6.150662761,106.3078622,Cikande - Ciujung
57100,-6.150644748,106.3078208,Cikande - Ciujung
57105,-6.150626806,106.3077793,Cikande - Ciujung
57110,-6.150608856,106.3077379,Cikande - Ciujung
57115,-6.150590942,106.3076964,Cikande - Ciujung
57120,-6.150573037,106.3076549,Cikande - Ciujung
57125,-6.150555141,106.3076134,Cikande - Ciujung
57130,-6.150537273,106.3075719,Cikande - Ciujung
57135,-6.150519404,106.3075304,Cikande - Ciujung
57140,-6.150501635,106.3074888,Cikande - Ciujung
57145,-6.15048392,106.3074473,Cikande - Ciujung
57150,-6.15046625,106.3074057,Cikande - Ciujung
57155,-6.150448753,106.307364,Cikande - Ciujung
57160,-6.150431255,106.3073224,Cikande - Ciujung
57165,-6.150414002,106.3072806,Cikande - Ciujung
57170,-6.150396857,106.3072388,Cikande - Ciujung
57175,-6.150379722,106.307197,Cikande - Ciujung
57180,-6.150362668,106.3071551,Cikande - Ciujung
57185,-6.150345623,106.3071133,Cikande - Ciujung
57190,-6.150328786,106.3070714,Cikande - Ciujung
57195,-6.150312049,106.3070294,Cikande - Ciujung
57200,-6.150295393,106.3069874,Cikande - Ciujung
57205,-6.150279055,106.3069453,Cikande - Ciujung
57210,-6.150262716,106.3069031,Cikande - Ciujung
57215,-6.150246666,106.3068609,Cikande - Ciujung
57220,-6.150230753,106.3068186,Cikande - Ciujung
57225,-6.150214939,106.3067763,Cikande - Ciujung
57230,-6.15019956,106.3067338,Cikande - Ciujung
57235,-6.150184181,106.3066913,Cikande - Ciujung
57240,-6.150168928,106.3066488,Cikande - Ciujung
57245,-6.15015373,106.3066062,Cikande - Ciujung
57250,-6.150138595,106.3065636,Cikande - Ciujung
57255,-6.150123786,106.306521,Cikande - Ciujung
57260,-6.150108986,106.3064783,Cikande - Ciujung
57265,-6.150094493,106.3064355,Cikande - Ciujung
57270,-6.150080173,106.3063926,Cikande - Ciujung
57275,-6.150065916,106.3063497,Cikande - Ciujung
57280,-6.150052048,106.3063067,Cikande - Ciujung
57285,-6.150038171,106.3062637,Cikande - Ciujung
57290,-6.150024602,106.3062206,Cikande - Ciujung
57295,-6.150011187,106.3061775,Cikande - Ciujung
57300,-6.149997817,106.3061343,Cikande - Ciujung
57305,-6.149984664,106.3060911,Cikande - Ciujung
57310,-6.149971512,106.3060479,Cikande - Ciujung
57315,-6.149958567,106.3060046,Cikande - Ciujung
57320,-6.14994574,106.3059613,Cikande - Ciujung
57325,-6.149932958,106.3059179,Cikande - Ciujung
57330,-6.149920466,106.3058745,Cikande - Ciujung
57335,-6.149907974,106.3058311,Cikande - Ciujung
57340,-6.149895799,106.3057876,Cikande - Ciujung
57345,-6.149883795,106.305744,Cikande - Ciujung
57350,-6.149871864,106.3057004,Cikande - Ciujung
57355,-6.14986035,106.3056567,Cikande - Ciujung
57360,-6.149848835,106.305613,Cikande - Ciujung
57365,-6.149837574,106.3055693,Cikande - Ciujung
57370,-6.149826466,106.3055255,Cikande - Ciujung
57375,-6.149815395,106.3054817,Cikande - Ciujung
57380,-6.149804595,106.3054378,Cikande - Ciujung
57385,-6.149793795,106.3053939,Cikande - Ciujung
57390,-6.149783285,106.30535,Cikande - Ciujung
57395,-6.149772965,106.305306,Cikande - Ciujung
57400,-6.149762672,106.305262,Cikande - Ciujung
57405,-6.149752686,106.3052179,Cikande - Ciujung
57410,-6.149742692,106.3051739,Cikande - Ciujung
57415,-6.149733104,106.3051297,Cikande - Ciujung
57420,-6.14972378,106.3050855,Cikande - Ciujung
57425,-6.1497145,106.3050413,Cikande - Ciujung
57430,-6.149705727,106.304997,Cikande - Ciujung
57435,-6.149696954,106.3049527,Cikande - Ciujung
57440,-6.149688489,106.3049083,Cikande - Ciujung
57445,-6.149680232,106.3048639,Cikande - Ciujung
57450,-6.14967202,106.3048194,Cikande - Ciujung
57455,-6.149664296,106.3047749,Cikande - Ciujung
57460,-6.149656582,106.3047304,Cikande - Ciujung
57465,-6.149649166,106.3046858,Cikande - Ciujung
57470,-6.149641986,106.3046412,Cikande - Ciujung
57475,-6.149634823,106.3045966,Cikande - Ciujung
57480,-6.149627851,106.304552,Cikande - Ciujung
57485,-6.149620888,106.3045073,Cikande - Ciujung
57490,-6.149614078,106.3044627,Cikande - Ciujung
57495,-6.149607395,106.304418,Cikande - Ciujung
57500,-6.149600721,106.3043733,Cikande - Ciujung
57505,-6.149594264,106.3043286,Cikande - Ciujung
57510,-6.149587808,106.3042839,Cikande - Ciujung
57515,-6.149581541,106.3042391,Cikande - Ciujung
57520,-6.149575419,106.3041943,Cikande - Ciujung
57525,-6.149569315,106.3041496,Cikande - Ciujung
57530,-6.149563437,106.3041048,Cikande - Ciujung
57535,-6.149557559,106.30406,Cikande - Ciujung
57540,-6.149551709,106.3040152,Cikande - Ciujung
57545,-6.149545867,106.3039704,Cikande - Ciujung
57550,-6.149540062,106.3039256,Cikande - Ciujung
57555,-6.149534691,106.3038807,Cikande - Ciujung
57560,-6.14952931,106.3038359,Cikande - Ciujung
57565,-6.149523975,106.303791,Cikande - Ciujung
57570,-6.149518659,106.3037461,Cikande - Ciujung
57575,-6.149513351,106.3037013,Cikande - Ciujung
57580,-6.149508133,106.3036564,Cikande - Ciujung
57585,-6.149502916,106.3036115,Cikande - Ciujung
57590,-6.14949778,106.3035666,Cikande - Ciujung
57595,-6.149492707,106.3035217,Cikande - Ciujung
57600,-6.149487626,106.3034768,Cikande - Ciujung
57605,-6.14948249,106.3034319,Cikande - Ciujung
57610,-6.149477354,106.303387,Cikande - Ciujung
57615,-6.149472181,106.3033422,Cikande - Ciujung
57620,-6.149466982,106.3032973,Cikande - Ciujung
57625,-6.149461783,106.3032524,Cikande - Ciujung
57630,-6.149456574,106.3032075,Cikande - Ciujung
57635,-6.149451366,106.3031626,Cikande - Ciujung
57640,-6.149446311,106.3031177,Cikande - Ciujung
57645,-6.149441374,106.3030728,Cikande - Ciujung
57650,-6.149436437,106.3030279,Cikande - Ciujung
57655,-6.1494315,106.302983,Cikande - Ciujung
57660,-6.149426563,106.3029381,Cikande - Ciujung
57665,-6.149421581,106.3028932,Cikande - Ciujung
57670,-6.149416563,106.3028483,Cikande - Ciujung
57675,-6.149411544,106.3028034,Cikande - Ciujung
57680,-6.149406499,106.3027585,Cikande - Ciujung
57685,-6.149401444,106.3027136,Cikande - Ciujung
57690,-6.14939638,106.3026687,Cikande - Ciujung
57695,-6.149391289,106.3026238,Cikande - Ciujung
57700,-6.149386199,106.3025789,Cikande - Ciujung
57705,-6.149381081,106.302534,Cikande - Ciujung
57710,-6.149375963,106.3024891,Cikande - Ciujung
57715,-6.149370736,106.3024443,Cikande - Ciujung
57720,-6.149365437,106.3023994,Cikande - Ciujung
57725,-6.14936012,106.3023545,Cikande - Ciujung
57730,-6.149354532,106.3023097,Cikande - Ciujung
57735,-6.149348943,106.3022649,Cikande - Ciujung
57740,-6.149343273,106.30222,Cikande - Ciujung
57745,-6.149337522,106.3021752,Cikande - Ciujung
57750,-6.149331753,106.3021304,Cikande - Ciujung
57755,-6.149325576,106.3020857,Cikande - Ciujung
57760,-6.1493194,106.3020409,Cikande - Ciujung
57765,-6.14931306,106.3019962,Cikande - Ciujung
57770,-6.149306594,106.3019514,Cikande - Ciujung
57775,-6.149300119,106.3019067,Cikande - Ciujung
57780,-6.149293509,106.301862,Cikande - Ciujung
57785,-6.149286898,106.3018173,Cikande - Ciujung
57790,-6.149280124,106.3017727,Cikande - Ciujung
57795,-6.149273242,106.301728,Cikande - Ciujung
57800,-6.149266342,106.3016834,Cikande - Ciujung
57805,-6.149259143,106.3016388,Cikande - Ciujung
57810,-6.149251935,106.3015942,Cikande - Ciujung
57815,-6.149244483,106.3015496,Cikande - Ciujung
57820,-6.14923684,106.3015051,Cikande - Ciujung
57825,-6.149229153,106.3014605,Cikande - Ciujung
57830,-6.14922095,106.3014161,Cikande - Ciujung
57835,-6.149212747,106.3013717,Cikande - Ciujung
57840,-6.149204362,106.3013273,Cikande - Ciujung
57845,-6.149195852,106.3012829,Cikande - Ciujung
57850,-6.149187295,106.3012385,Cikande - Ciujung
57855,-6.14917835,106.3011943,Cikande - Ciujung
57860,-6.149169414,106.30115,Cikande - Ciujung
57865,-6.149160198,106.3011057,Cikande - Ciujung
57870,-6.149150809,106.3010615,Cikande - Ciujung
57875,-6.149141357,106.3010174,Cikande - Ciujung
57880,-6.149131398,106.3009733,Cikande - Ciujung
57885,-6.149121431,106.3009292,Cikande - Ciujung
57890,-6.149111092,106.3008852,Cikande - Ciujung
57895,-6.1491005,106.3008413,Cikande - Ciujung
57900,-6.149089844,106.3007974,Cikande - Ciujung
57905,-6.149078619,106.3007536,Cikande - Ciujung
57910,-6.149067393,106.3007099,Cikande - Ciujung
57915,-6.149055842,106.3006662,Cikande - Ciujung
57920,-6.149044101,106.3006226,Cikande - Ciujung
57925,-6.149032296,106.3005789,Cikande - Ciujung
57930,-6.149020011,106.3005355,Cikande - Ciujung
57935,-6.149007736,106.300492,Cikande - Ciujung
57940,-6.14899528,106.3004486,Cikande - Ciujung
57945,-6.148982724,106.3004051,Cikande - Ciujung
57950,-6.148970059,106.3003618,Cikande - Ciujung
57955,-6.148956643,106.3003186,Cikande - Ciujung
57960,-6.148943237,106.3002755,Cikande - Ciujung
57965,-6.148929486,106.3002324,Cikande - Ciujung
57970,-6.148915563,106.3001895,Cikande - Ciujung
57975,-6.148901541,106.3001465,Cikande - Ciujung
57980,-6.148887048,106.3001037,Cikande - Ciujung
57985,-6.148872556,106.3000609,Cikande - Ciujung
57990,-6.148857646,106.3000183,Cikande - Ciujung
57995,-6.148842511,106.2999757,Cikande - Ciujung
58000,-6.148827321,106.2999331,Cikande - Ciujung
58005,-6.148811841,106.2998907,Cikande - Ciujung
58010,-6.148796362,106.2998482,Cikande - Ciujung
58015,-6.148780421,106.2998059,Cikande - Ciujung
58020,-6.148764262,106.2997637,Cikande - Ciujung
58025,-6.148747995,106.2997216,Cikande - Ciujung
58030,-6.148731276,106.2996796,Cikande - Ciujung
58035,-6.148714556,106.2996376,Cikande - Ciujung
58040,-6.148697465,106.2995958,Cikande - Ciujung
58045,-6.148680202,106.299554,Cikande - Ciujung
58050,-6.14866284,106.2995123,Cikande - Ciujung
58055,-6.148645042,106.2994708,Cikande - Ciujung
58060,-6.148627245,106.2994293,Cikande - Ciujung
58065,-6.148609086,106.2993879,Cikande - Ciujung
58070,-6.148590773,106.2993466,Cikande - Ciujung
58075,-6.148572324,106.2993053,Cikande - Ciujung
58080,-6.148553314,106.2992643,Cikande - Ciujung
58085,-6.148534304,106.2992233,Cikande - Ciujung
58090,-6.148514977,106.2991825,Cikande - Ciujung
58095,-6.148495541,106.2991417,Cikande - Ciujung
58100,-6.148475951,106.299101,Cikande - Ciujung
58105,-6.148455881,106.2990605,Cikande - Ciujung
58110,-6.148435812,106.29902,Cikande - Ciujung
58115,-6.148415425,106.2989797,Cikande - Ciujung
58120,-6.148394903,106.2989394,Cikande - Ciujung
58125,-6.14837429,106.2988992,Cikande - Ciujung
58130,-6.148353351,106.2988592,Cikande - Ciujung
58135,-6.148332412,106.2988191,Cikande - Ciujung
58140,-6.148311228,106.2987792,Cikande - Ciujung
58145,-6.148289963,106.2987393,Cikande - Ciujung
58150,-6.148268553,106.2986995,Cikande - Ciujung
58155,-6.148246745,106.29866,Cikande - Ciujung
58160,-6.148224928,106.2986204,Cikande - Ciujung
58165,-6.148202847,106.298581,Cikande - Ciujung
58170,-6.148180695,106.2985416,Cikande - Ciujung
58175,-6.148158434,106.2985022,Cikande - Ciujung
58180,-6.148135892,106.2984631,Cikande - Ciujung
58185,-6.14811335,106.2984239,Cikande - Ciujung
58190,-6.148090563,106.2983849,Cikande - Ciujung
58195,-6.148067714,106.2983459,Cikande - Ciujung
58200,-6.148044809,106.2983069,Cikande - Ciujung
58205,-6.148021778,106.2982681,Cikande - Ciujung
58210,-6.147998747,106.2982292,Cikande - Ciujung
58215,-6.147975544,106.2981904,Cikande - Ciujung
58220,-6.147952296,106.2981516,Cikande - Ciujung
58225,-6.147928939,106.298113,Cikande - Ciujung
58230,-6.147905283,106.2980745,Cikande - Ciujung
58235,-6.147881627,106.2980359,Cikande - Ciujung
58240,-6.147857835,106.2979975,Cikande - Ciujung
58245,-6.147833998,106.2979591,Cikande - Ciujung
58250,-6.147810079,106.2979208,Cikande - Ciujung
58255,-6.147785916,106.2978826,Cikande - Ciujung
58260,-6.147761753,106.2978444,Cikande - Ciujung
58265,-6.147737345,106.2978064,Cikande - Ciujung
58270,-6.147712874,106.2977684,Cikande - Ciujung
58275,-6.147688366,106.2977304,Cikande - Ciujung
58280,-6.147663813,106.2976925,Cikande - Ciujung
58285,-6.147639252,106.2976545,Cikande - Ciujung
58290,-6.147614563,106.2976167,Cikande - Ciujung
58295,-6.147589829,106.2975789,Cikande - Ciujung
58300,-6.147565113,106.297541,Cikande - Ciujung
58305,-6.147540397,106.2975032,Cikande - Ciujung
58310,-6.147515682,106.2974654,Cikande - Ciujung
58315,-6.147490884,106.2974276,Cikande - Ciujung
58320,-6.147466069,106.2973898,Cikande - Ciujung
58325,-6.147441244,106.297352,Cikande - Ciujung
58330,-6.147416402,106.2973143,Cikande - Ciujung
58335,-6.147391559,106.2972765,Cikande - Ciujung
58340,-6.147366698,106.2972388,Cikande - Ciujung
58345,-6.147341828,106.2972011,Cikande - Ciujung
58350,-6.147316931,106.2971634,Cikande - Ciujung
58355,-6.147291989,106.2971257,Cikande - Ciujung
58360,-6.147267047,106.297088,Cikande - Ciujung
58365,-6.147242159,106.2970503,Cikande - Ciujung
58370,-6.14721728,106.2970125,Cikande - Ciujung
58375,-6.147192392,106.2969748,Cikande - Ciujung
58380,-6.147167477,106.2969371,Cikande - Ciujung
58385,-6.147142552,106.2968994,Cikande - Ciujung
58390,-6.147117592,106.2968617,Cikande - Ciujung
58395,-6.147092613,106.2968241,Cikande - Ciujung
58400,-6.147067662,106.2967864,Cikande - Ciujung
58405,-6.147042756,106.2967487,Cikande - Ciujung
58410,-6.14701785,106.296711,Cikande - Ciujung
58415,-6.146992916,106.2966733,Cikande - Ciujung
58420,-6.146967983,106.2966356,Cikande - Ciujung
58425,-6.146943059,106.2965979,Cikande - Ciujung
58430,-6.146918153,106.2965602,Cikande - Ciujung
58435,-6.146893238,106.2965225,Cikande - Ciujung
58440,-6.146868304,106.2964848,Cikande - Ciujung
58445,-6.146843362,106.2964471,Cikande - Ciujung
58450,-6.146818465,106.2964094,Cikande - Ciujung
58455,-6.146793667,106.2963716,Cikande - Ciujung
58460,-6.146768861,106.2963338,Cikande - Ciujung
58465,-6.146744063,106.2962961,Cikande - Ciujung
58470,-6.146719257,106.2962583,Cikande - Ciujung
58475,-6.146694441,106.2962205,Cikande - Ciujung
58480,-6.146669571,106.2961828,Cikande - Ciujung
58485,-6.146644702,106.296145,Cikande - Ciujung
58490,-6.146619958,106.2961072,Cikande - Ciujung
58495,-6.146595242,106.2960694,Cikande - Ciujung
58500,-6.146570545,106.2960315,Cikande - Ciujung
58505,-6.146545883,106.2959937,Cikande - Ciujung
58510,-6.146521212,106.2959558,Cikande - Ciujung
58515,-6.146496587,106.2959179,Cikande - Ciujung
58520,-6.146471971,106.29588,Cikande - Ciujung
58525,-6.146447372,106.2958421,Cikande - Ciujung
58530,-6.146422847,106.2958041,Cikande - Ciujung
58535,-6.146398312,106.2957662,Cikande - Ciujung
58540,-6.146373868,106.2957282,Cikande - Ciujung
58545,-6.146349442,106.2956902,Cikande - Ciujung
58550,-6.146325061,106.2956521,Cikande - Ciujung
58555,-6.146300761,106.295614,Cikande - Ciujung
58560,-6.146276471,106.2955759,Cikande - Ciujung
58565,-6.146252281,106.2955377,Cikande - Ciujung
58570,-6.146228108,106.2954995,Cikande - Ciujung
58575,-6.146203972,106.2954613,Cikande - Ciujung
58580,-6.146179908,106.2954231,Cikande - Ciujung
58585,-6.146155835,106.2953848,Cikande - Ciujung
58590,-6.146131844,106.2953465,Cikande - Ciujung
58595,-6.14610787,106.2953082,Cikande - Ciujung
58600,-6.146083942,106.2952699,Cikande - Ciujung
58605,-6.146060141,106.2952315,Cikande - Ciujung
58610,-6.14603634,106.2951931,Cikande - Ciujung
58615,-6.146012702,106.2951546,Cikande - Ciujung
58620,-6.1459891,106.295116,Cikande - Ciujung
58625,-6.145965552,106.2950774,Cikande - Ciujung
58630,-6.145942105,106.2950388,Cikande - Ciujung
58635,-6.145918666,106.2950002,Cikande - Ciujung
58640,-6.145895354,106.2949615,Cikande - Ciujung
58645,-6.145872069,106.2949227,Cikande - Ciujung
58650,-6.145848838,106.294884,Cikande - Ciujung
58655,-6.145825752,106.2948451,Cikande - Ciujung
58660,-6.145802667,106.2948063,Cikande - Ciujung
58665,-6.145779735,106.2947673,Cikande - Ciujung
58670,-6.145756849,106.2947284,Cikande - Ciujung
58675,-6.145734007,106.2946894,Cikande - Ciujung
58680,-6.145711275,106.2946503,Cikande - Ciujung
58685,-6.145688542,106.2946113,Cikande - Ciujung
58690,-6.145665955,106.2945721,Cikande - Ciujung
58695,-6.145643413,106.2945329,Cikande - Ciujung
58700,-6.145620925,106.2944938,Cikande - Ciujung
58705,-6.145598591,106.2944545,Cikande - Ciujung
58710,-6.145576257,106.2944152,Cikande - Ciujung
58715,-6.145554076,106.2943758,Cikande - Ciujung
58720,-6.145531942,106.2943364,Cikande - Ciujung
58725,-6.145509888,106.294297,Cikande - Ciujung
58730,-6.145488098,106.2942574,Cikande - Ciujung
58735,-6.145466298,106.2942178,Cikande - Ciujung
58740,-6.145444643,106.2941781,Cikande - Ciujung
58745,-6.145423034,106.2941384,Cikande - Ciujung
58750,-6.145401533,106.2940987,Cikande - Ciujung
58755,-6.145380358,106.2940588,Cikande - Ciujung
58760,-6.145359174,106.2940189,Cikande - Ciujung
58765,-6.145338117,106.2939789,Cikande - Ciujung
58770,-6.145317105,106.2939389,Cikande - Ciujung
58775,-6.145296138,106.2938988,Cikande - Ciujung
58780,-6.145275335,106.2938587,Cikande - Ciujung
58785,-6.145254531,106.2938186,Cikande - Ciujung
58790,-6.145233909,106.2937784,Cikande - Ciujung
58795,-6.145213359,106.2937382,Cikande - Ciujung
58800,-6.145192854,106.2936979,Cikande - Ciujung
58805,-6.145172467,106.2936576,Cikande - Ciujung
58810,-6.145152089,106.2936172,Cikande - Ciujung
58815,-6.145131855,106.2935768,Cikande - Ciujung
58820,-6.145111677,106.2935364,Cikande - Ciujung
58825,-6.145091579,106.2934959,Cikande - Ciujung
58830,-6.145071726,106.2934553,Cikande - Ciujung
58835,-6.145051864,106.2934147,Cikande - Ciujung
58840,-6.145032102,106.2933741,Cikande - Ciujung
58845,-6.145012367,106.2933335,Cikande - Ciujung
58850,-6.144992695,106.2932928,Cikande - Ciujung
58855,-6.144973259,106.293252,Cikande - Ciujung
58860,-6.144953813,106.2932112,Cikande - Ciujung
58865,-6.144934468,106.2931703,Cikande - Ciujung
58870,-6.144915167,106.2931295,Cikande - Ciujung
58875,-6.144895957,106.2930886,Cikande - Ciujung
58880,-6.144877091,106.2930475,Cikande - Ciujung
58885,-6.144858234,106.2930065,Cikande - Ciujung
58890,-6.144839531,106.2929653,Cikande - Ciujung
58895,-6.1448209,106.2929242,Cikande - Ciujung
58900,-6.144802315,106.292883,Cikande - Ciujung
58905,-6.144783893,106.2928417,Cikande - Ciujung
58910,-6.14476547,106.2928005,Cikande - Ciujung
58915,-6.144747229,106.2927591,Cikande - Ciujung
58920,-6.144729069,106.2927177,Cikande - Ciujung
58925,-6.144710918,106.2926764,Cikande - Ciujung
58930,-6.144692849,106.2926349,Cikande - Ciujung
58935,-6.144674771,106.2925935,Cikande - Ciujung
58940,-6.144656846,106.292552,Cikande - Ciujung
58945,-6.144638994,106.2925105,Cikande - Ciujung
58950,-6.144621233,106.292469,Cikande - Ciujung
58955,-6.144603833,106.2924273,Cikande - Ciujung
58960,-6.144586434,106.2923856,Cikande - Ciujung
58965,-6.144568772,106.292344,Cikande - Ciujung
58970,-6.144550974,106.2923025,Cikande - Ciujung
58975,-6.144533448,106.2922608,Cikande - Ciujung
58980,-6.144517144,106.2922187,Cikande - Ciujung
58985,-6.144500831,106.2921765,Cikande - Ciujung
